,Cohort,Total Cohort,Total Grads - n,Total Grads - % of cohort,Total Regents - n,Total Regents - % of cohort,Total Regents - % of grads,Advanced Regents - n,Advanced Regents - % of cohort,Advanced Regents - % of grads,Regents w/o Advanced - n,Regents w/o Advanced - % of cohort,Regents w/o Advanced - % of grads,Local - n,Local - % of cohort,Local - % of grads,Still Enrolled - n,Still Enrolled - % of cohort,Dropped Out - n,Dropped Out - % of cohort,BORO,Income,y
809,2005,72,65,90.3,49,68.1,75.4,1,1.4,1.5,48,66.7,73.8,16,22.2,24.6,4,5.6,2,2.8,X,24590,77.59999999999998
814,2004,73,21,28.8,9,12.3,42.9,0,0.0,0.0,9,12.3,42.9,12,16.4,57.1,35,47.9,16,21.9,X,24590,51.4
815,2005,72,37,51.4,15,20.8,40.5,0,0.0,0.0,15,20.8,40.5,22,30.6,59.5,22,30.6,8,11.1,X,24590,56.9
817,2005,127,73,57.5,42,33.1,57.5,14,11.0,19.2,28,22.0,38.4,31,24.4,42.5,24,18.9,28,22.0,X,24590,61.9
819,2003,83,58,69.9,49,59.0,84.5,6,7.2,10.3,43,51.8,74.09999999999998,9,10.8,15.5,15,18.1,9,10.8,X,24590,75.9
820,2004,79,60,75.9,47,59.5,78.3,7,8.9,11.7,40,50.6,66.7,13,16.5,21.7,14,17.7,5,6.3,X,24590,66.7
821,2005,105,70,66.7,57,54.3,81.4,10,9.5,14.3,47,44.8,67.1,13,12.4,18.6,20,19.0,11,10.5,X,24590,67.7
825,2003,51,18,35.3,18,35.3,100.0,0,0.0,0.0,18,35.3,100.0,0,0.0,0.0,22,43.1,11,21.6,X,24590,50.0
826,2004,36,18,50.0,2,5.6,11.1,0,0.0,0.0,2,5.6,11.1,16,44.4,88.9,14,38.9,4,11.1,X,24590,29.3
827,2005,82,24,29.3,3,3.7,12.5,0,0.0,0.0,3,3.7,12.5,21,25.6,87.5,33,40.2,22,26.8,X,24590,25.7
830,2005,90,65,72.2,62,68.9,95.4,27,30.0,41.5,35,38.9,53.8,3,3.3,4.6,19,21.1,3,3.3,X,24590,59.0
832,2003,83,56,67.5,28,33.7,50.0,1,1.2,1.8,27,32.5,48.2,28,33.7,50.0,19,22.9,8,9.6,X,24590,59.1
833,2004,110,65,59.1,28,25.5,43.1,3,2.7,4.6,25,22.7,38.5,37,33.6,56.9,28,25.5,16,14.5,X,24590,61.6
834,2005,125,77,61.6,45,36.0,58.4,11,8.800000000000002,14.3,34,27.2,44.2,32,25.6,41.6,26,20.8,17,13.6,X,24590,68.7
839,2001,328,67,20.4,2,0.6,3.0,0,0.0,0.0,2,0.6,3.0,65,19.8,97.0,56,17.1,198,60.4,X,24590,19.9
843,2001,761,226,29.7,66,8.7,29.2,14,1.8,6.2,52,6.8,23.0,160,21.0,70.8,314,41.3,176,23.1,X,24590,28.9
844,2002,772,223,28.9,83,10.8,37.2,6,0.8,2.7,77,10.0,34.5,140,18.1,62.8,353,45.7,181,23.4,X,24590,31.4
845,2003,628,197,31.4,75,11.9,38.1,10,1.6,5.1,65,10.4,33.0,122,19.4,61.9,209,33.3,205,32.6,X,24590,47.5
848,2001,44,39,88.6,28,63.6,71.8,2,4.5,5.1,26,59.1,66.7,11,25.0,28.2,4,9.1,0,0.0,X,24590,53.5
849,2002,129,69,53.5,42,32.6,60.9,4,3.1,5.8,38,29.5,55.1,27,20.9,39.1,46,35.70000000000001,11,8.5,X,24590,59.8
850,2003,122,73,59.8,28,23.0,38.4,4,3.3,5.5,24,19.7,32.9,45,36.9,61.6,33,27.0,15,12.3,X,24590,57.7
851,2004,111,64,57.7,31,27.9,48.4,6,5.4,9.4,25,22.5,39.1,33,29.7,51.6,29,26.1,17,15.3,X,24590,52.0
852,2005,127,66,52.0,39,30.7,59.1,3,2.4,4.5,36,28.3,54.5,27,21.3,40.9,32,25.2,23,18.1,X,24590,67.2
855,2002,86,47,54.7,23,26.7,48.9,0,0.0,0.0,23,26.7,48.9,25,29.1,53.2,25,29.1,9,10.5,X,24590,43.0
856,2003,86,37,43.0,17,19.8,45.9,3,3.5,8.1,14,16.3,37.8,20,23.3,54.1,29,33.7,18,20.9,X,24590,58.0
857,2004,88,51,58.0,27,30.7,52.9,8,9.1,15.7,19,21.6,37.3,24,27.3,47.1,23,26.1,14,15.9,X,24590,55.2
858,2005,96,53,55.2,47,49.0,88.7,8,8.3,15.1,39,40.6,73.59999999999998,6,6.3,11.3,31,32.3,10,10.4,X,24590,69.8
860,2001,456,90,19.7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,90,19.7,100.0,130,28.5,195,42.8,X,24590,3.1
864,2002,80,8,10.0,8,10.0,100.0,0,0.0,0.0,8,10.0,100.0,0,0.0,0.0,40,50.0,13,16.3,X,24590,39.1
865,2003,115,45,39.1,21,18.3,46.7,0,0.0,0.0,21,18.3,46.7,24,20.9,53.3,29,25.2,33,28.7,X,24590,56.6
866,2004,83,47,56.6,34,41.0,72.3,0,0.0,0.0,34,41.0,72.3,13,15.7,27.7,17,20.5,17,20.5,X,24590,70.8
867,2005,89,63,70.8,33,37.1,52.4,1,1.1,1.6,32,36.0,50.8,30,33.7,47.6,6,6.7,10,11.2,X,24590,80.5
870,2002,111,53,47.7,21,18.9,39.6,0,0.0,0.0,21,18.9,39.6,32,28.8,60.4,30,27.0,20,18.0,X,24590,46.2
871,2003,173,80,46.2,37,21.4,46.3,1,0.6,1.3,36,20.8,45.0,43,24.9,53.8,40,23.1,47,27.2,X,24590,39.5
872,2004,124,49,39.5,33,26.6,67.3,2,1.6,4.1,31,25.0,63.3,16,12.9,32.7,44,35.5,29,23.4,X,24590,48.0
873,2005,123,59,48.0,45,36.6,76.3,2,1.6,3.4,43,35.0,72.9,14,11.4,23.7,31,25.2,27,22.0,X,24590,54.2
876,2002,75,31,41.3,15,20.0,48.4,0,0.0,0.0,15,20.0,48.4,16,21.3,51.6,31,41.3,11,14.7,X,24590,41.7
877,2003,144,60,41.7,34,23.6,56.7,0,0.0,0.0,34,23.6,56.7,26,18.1,43.3,33,22.9,46,31.9,X,24590,34.2
878,2004,76,26,34.2,16,21.1,61.5,1,1.3,3.8,15,19.7,57.7,10,13.2,38.5,25,32.9,24,31.6,X,24590,50.5
879,2003,319,137,42.9,59,18.5,43.1,17,5.3,12.4,42,13.2,30.7,78,24.5,56.9,91,28.5,82,25.7,X,24590,36.3
880,2005,97,49,50.5,41,42.3,83.7,3,3.1,6.1,38,39.2,77.59999999999998,8,8.2,16.3,30,30.9,18,18.6,X,24590,47.0
882,2001,972,558,57.4,392,40.3,70.3,130,13.4,23.3,262,27.0,47.0,167,17.2,29.9,238,24.5,116,11.9,X,24590,58.0
883,2002,916,531,58.0,372,40.6,70.1,155,16.9,29.2,217,23.7,40.9,160,17.5,30.1,222,24.2,129,14.1,X,24590,54.1
884,2003,1072,580,54.1,418,39.0,72.09999999999998,171,16.0,29.5,247,23.0,42.6,162,15.1,27.9,288,26.9,172,16.0,X,24590,51.5
885,2004,937,483,51.5,365,39.0,75.59999999999998,134,14.3,27.7,231,24.7,47.8,118,12.6,24.4,314,33.5,118,12.6,X,24590,60.3
886,2005,1008,608,60.3,446,44.2,73.4,176,17.5,28.9,270,26.8,44.4,162,16.1,26.6,224,22.2,138,13.7,X,24590,62.0
888,2003,76,60,78.9,37,48.7,61.7,6,7.9,10.0,31,40.8,51.7,23,30.3,38.3,12,15.8,3,3.9,X,24590,58.3
889,2004,72,42,58.3,25,34.7,59.5,3,4.2,7.1,22,30.6,52.4,17,23.6,40.5,27,37.5,3,4.2,X,24590,67.6
890,2005,74,50,67.6,38,51.4,76.0,6,8.1,12.0,32,43.2,64.0,12,16.2,24.0,17,23.0,2,2.7,X,24590,80.5
892,2001,641,614,95.8,614,95.8,100.0,605,94.4,98.5,9,1.4,1.5,0,0.0,0.0,25,3.9,2,0.3,X,24590,97.6
893,2002,587,573,97.6,573,97.6,100.0,572,97.4,99.8,1,0.2,0.2,0,0.0,0.0,13,2.2,0,0.0,X,24590,98.2
894,2003,559,549,98.2,549,98.2,100.0,544,97.3,99.1,5,0.9,0.9,0,0.0,0.0,10,1.8,0,0.0,X,24590,98.3
895,2004,594,584,98.3,584,98.3,100.0,579,97.5,99.1,5,0.8,0.9,0,0.0,0.0,8,1.3,2,0.3,X,24590,98.8
896,2005,581,574,98.8,574,98.8,100.0,568,97.8,99.0,6,1.0,1.0,0,0.0,0.0,6,1.0,0,0.0,X,24590,99.3
898,2001,930,291,31.3,157,16.9,54.0,36,3.9,12.4,121,13.0,41.6,134,14.4,46.0,375,40.3,245,26.3,X,24590,32.9
899,2002,857,282,32.9,157,18.3,55.7,33,3.9,11.7,124,14.5,44.0,126,14.7,44.7,289,33.7,250,29.2,X,24590,35.0
900,2003,700,245,35.0,109,15.6,44.5,21,3.0,8.6,88,12.6,35.9,136,19.4,55.5,201,28.7,206,29.4,X,24590,45.4
901,2004,771,350,45.4,104,13.5,29.7,13,1.7,3.7,91,11.8,26.0,246,31.9,70.3,256,33.2,125,16.2,X,24590,39.1
902,2005,716,280,39.1,121,16.9,43.2,1,0.1,0.4,120,16.8,42.9,159,22.2,56.8,177,24.7,131,18.3,X,24590,44.6
905,2002,80,71,88.8,62,77.5,87.3,6,7.5,8.5,56,70.0,78.9,9,11.3,12.7,4,5.0,4,5.0,X,24590,92.4
906,2003,92,85,92.4,76,82.6,89.4,12,13.0,14.1,64,69.6,75.3,9,9.8,10.6,5,5.4,1,1.1,X,24590,87.0
907,2004,108,94,87.0,79,73.09999999999998,84.0,20,18.5,21.3,59,54.6,62.8,15,13.9,16.0,10,9.3,4,3.7,X,24590,87.4
908,2005,95,83,87.4,78,82.1,94.0,15,15.8,18.1,63,66.3,75.9,5,5.3,6.0,11,11.6,1,1.1,X,24590,89.7
910,2001,87,54,62.1,10,11.5,18.5,0,0.0,0.0,10,11.5,18.5,44,50.6,81.5,19,21.8,11,12.6,X,24590,67.6
911,2002,68,46,67.6,7,10.3,15.2,0,0.0,0.0,7,10.3,15.2,39,57.4,84.8,8,11.8,14,20.6,X,24590,84.8
912,2003,92,78,84.8,28,30.4,35.9,0,0.0,0.0,28,30.4,35.9,50,54.3,64.1,6,6.5,8,8.7,X,24590,84.1
913,2004,88,74,84.1,41,46.6,55.4,0,0.0,0.0,41,46.6,55.4,33,37.5,44.6,8,9.1,5,5.7,X,24590,86.8
914,2005,106,92,86.8,51,48.1,55.4,0,0.0,0.0,51,48.1,55.4,41,38.7,44.6,5,4.7,9,8.5,X,24590,90.6
917,2003,73,55,75.3,36,49.3,65.5,2,2.7,3.6,34,46.6,61.8,19,26.0,34.5,10,13.7,6,8.2,X,24590,58.0
918,2004,100,58,58.0,30,30.0,51.7,3,3.0,5.2,27,27.0,46.6,28,28.0,48.3,25,25.0,16,16.0,X,24590,66.0
919,2005,100,66,66.0,39,39.0,59.1,1,1.0,1.5,38,38.0,57.6,27,27.0,40.9,20,20.0,13,13.0,X,24590,67.6
922,2003,67,34,50.7,22,32.8,64.7,1,1.5,2.9,21,31.3,61.8,12,17.9,35.3,21,31.3,7,10.4,X,24590,61.5
923,2004,91,56,61.5,27,29.7,48.2,4,4.4,7.1,23,25.3,41.1,29,31.9,51.8,24,26.4,8,8.800000000000002,X,24590,54.5
924,2005,101,55,54.5,43,42.6,78.2,21,20.8,38.2,22,21.8,40.0,12,11.9,21.8,25,24.8,12,11.9,X,24590,65.6
926,2001,288,109,37.8,33,11.5,30.3,4,1.4,3.7,29,10.1,26.6,76,26.4,69.7,94,32.6,72,25.0,X,24590,40.6
927,2002,367,149,40.6,51,13.9,34.2,3,0.8,2.0,48,13.1,32.2,98,26.7,65.8,118,32.2,87,23.7,X,24590,42.9
928,2004,256,93,36.3,54,21.1,58.1,10,3.9,10.8,44,17.2,47.3,39,15.2,41.9,81,31.6,74,28.9,X,24590,41.4
929,2005,367,152,41.4,81,22.1,53.3,11,3.0,7.2,70,19.1,46.1,71,19.3,46.7,112,30.5,83,22.6,X,24590,45.9
931,2002,59,55,93.2,55,93.2,100.0,33,55.9,60.0,22,37.3,40.0,0,0.0,0.0,3,5.1,1,1.7,X,24590,94.3
932,2003,87,82,94.3,82,94.3,100.0,71,81.59999999999998,86.6,11,12.6,13.4,0,0.0,0.0,5,5.7,0,0.0,X,24590,94.3
933,2004,87,82,94.3,82,94.3,100.0,79,90.8,96.3,3,3.4,3.7,0,0.0,0.0,5,5.7,0,0.0,X,24590,96.0
934,2005,75,72,96.0,72,96.0,100.0,61,81.3,84.7,11,14.7,15.3,0,0.0,0.0,2,2.7,0,0.0,X,24590,98.7
936,2001,135,93,68.9,3,2.2,3.2,0,0.0,0.0,3,2.2,3.2,90,66.7,96.8,24,17.8,14,10.4,M,41693,40.8
937,2002,49,20,40.8,13,26.5,65.0,0,0.0,0.0,13,26.5,65.0,7,14.3,35.0,19,38.8,6,12.2,M,41693,69.9
938,2003,146,102,69.9,61,41.8,59.8,7,4.8,6.9,54,37.0,52.9,41,28.1,40.2,24,16.4,15,10.3,M,41693,70.40000000000002
939,2004,152,107,70.40000000000002,69,45.4,64.5,12,7.9,11.2,57,37.5,53.3,38,25.0,35.5,16,10.5,13,8.6,M,41693,76.3
940,2005,152,116,76.3,81,53.3,69.8,5,3.3,4.3,76,50.0,65.5,35,23.0,30.2,18,11.8,11,7.2,M,41693,78.4
942,2001,142,95,66.9,58,40.8,61.1,1,0.7,1.1,57,40.1,60.0,37,26.1,38.9,31,21.8,13,9.2,M,41693,60.3
943,2002,116,70,60.3,50,43.1,71.40000000000002,0,0.0,0.0,50,43.1,71.40000000000002,20,17.2,28.6,30,25.9,11,9.5,M,41693,60.4
944,2003,134,81,60.4,47,35.1,58.0,5,3.7,6.2,42,31.3,51.9,34,25.4,42.0,31,23.1,20,14.9,M,41693,64.8
945,2004,108,70,64.8,42,38.9,60.0,7,6.5,10.0,35,32.4,50.0,28,25.9,40.0,25,23.1,11,10.2,M,41693,56.8
946,2005,148,84,56.8,48,32.4,57.1,8,5.4,9.5,40,27.0,47.6,35,23.6,41.7,43,29.1,13,8.800000000000002,M,41693,67.7
948,2001,162,113,69.8,67,41.4,59.3,4,2.5,3.5,63,38.9,55.8,46,28.4,40.7,30,18.5,17,10.5,M,41693,64.7
949,2002,136,88,64.7,42,30.9,47.7,4,2.9,4.5,38,27.9,43.2,46,33.8,52.3,37,27.2,11,8.1,M,41693,70.5
950,2003,132,93,70.5,59,44.7,63.4,1,0.8,1.1,58,43.9,62.4,34,25.8,36.6,16,12.1,21,15.9,M,41693,70.90000000000002
951,2004,110,78,70.90000000000002,52,47.3,66.7,8,7.3,10.3,44,40.0,56.4,26,23.6,33.3,17,15.5,10,9.1,M,41693,74.7
952,2005,150,112,74.7,82,54.7,73.2,17,11.3,15.2,65,43.3,58.0,30,20.0,26.8,32,21.3,2,1.3,M,41693,77.2
954,2001,155,83,53.5,47,30.3,56.6,4,2.6,4.8,43,27.7,51.8,36,23.2,43.4,46,29.7,22,14.2,M,41693,56.6
955,2002,106,60,56.6,32,30.2,53.3,2,1.9,3.3,30,28.3,50.0,28,26.4,46.7,27,25.5,16,15.1,M,41693,55.9
956,2003,170,95,55.9,42,24.7,44.2,4,2.4,4.2,38,22.4,40.0,53,31.2,55.8,29,17.1,41,24.1,M,41693,65.9
957,2004,126,83,65.9,43,34.1,51.8,7,5.6,8.4,36,28.6,43.4,40,31.7,48.2,25,19.8,14,11.1,M,41693,66.7
958,2005,162,108,66.7,67,41.4,62.0,19,11.7,17.6,48,29.6,44.4,41,25.3,38.0,27,16.7,16,9.9,M,41693,61.4
960,2001,307,204,66.4,156,50.8,76.5,72,23.5,35.3,84,27.4,41.2,48,15.6,23.5,54,17.6,42,13.7,M,41693,61.0
961,2002,290,177,61.0,140,48.3,79.09999999999998,31,10.7,17.5,109,37.6,61.6,37,12.8,20.9,67,23.1,37,12.8,M,41693,63.1
962,2003,385,243,63.1,187,48.6,77.0,49,12.7,20.2,138,35.8,56.8,56,14.5,23.0,97,25.2,43,11.2,M,41693,58.7
963,2004,445,261,58.7,211,47.4,80.8,54,12.1,20.7,157,35.3,60.2,50,11.2,19.2,124,27.9,55,12.4,M,41693,86.4
964,2005,228,197,86.4,197,86.4,100.0,70,30.7,35.5,127,55.7,64.5,0,0.0,0.0,26,11.4,3,1.3,M,41693,77.2
966,2001,78,44,56.4,13,16.7,29.5,0,0.0,0.0,13,16.7,29.5,31,39.7,70.5,21,26.9,11,14.1,M,41693,50.0
967,2002,76,38,50.0,14,18.4,36.8,1,1.3,2.6,13,17.1,34.2,24,31.6,63.2,24,31.6,12,15.8,M,41693,72.5
968,2003,109,79,72.5,33,30.3,41.8,2,1.8,2.5,31,28.4,39.2,46,42.2,58.2,22,20.2,7,6.4,M,41693,79.0
969,2004,81,64,79.0,33,40.7,51.6,4,4.9,6.3,29,35.8,45.3,31,38.3,48.4,9,11.1,8,9.9,M,41693,73.0
970,2005,89,65,73.0,35,39.3,53.8,10,11.2,15.4,25,28.1,38.5,30,33.7,46.2,15,16.9,9,10.1,M,41693,81.3
972,2001,83,37,44.6,25,30.1,67.6,0,0.0,0.0,25,30.1,67.6,12,14.5,32.4,35,42.2,10,12.0,X,24590,57.3
975,2005,74,40,54.1,40,54.1,100.0,0,0.0,0.0,40,54.1,100.0,0,0.0,0.0,24,32.4,8,10.8,X,24590,34.7
979,2005,96,70,72.9,43,44.8,61.4,4,4.2,5.7,39,40.6,55.7,27,28.1,38.6,8,8.3,15,15.6,X,24590,72.09999999999998
983,2005,81,48,59.3,36,44.4,75.0,4,4.9,8.3,32,39.5,66.7,12,14.8,25.0,7,8.6,18,22.2,X,24590,79.7
986,2004,81,36,44.4,18,22.2,50.0,0,0.0,0.0,18,22.2,50.0,18,22.2,50.0,30,37.0,15,18.5,X,24590,55.8
987,2005,86,48,55.8,14,16.3,29.2,0,0.0,0.0,14,16.3,29.2,34,39.5,70.8,21,24.4,17,19.8,X,24590,49.6
992,2004,67,47,70.1,17,25.4,36.2,1,1.5,2.1,16,23.9,34.0,30,44.8,63.8,12,17.9,8,11.9,X,24590,55.0
993,2005,80,44,55.0,19,23.8,43.2,4,5.0,9.1,15,18.8,34.1,25,31.3,56.8,20,25.0,11,13.8,X,24590,67.6
996,2004,83,50,60.2,50,60.2,100.0,0,0.0,0.0,50,60.2,100.0,0,0.0,0.0,29,34.9,4,4.8,X,24590,54.8
997,2005,31,17,54.8,17,54.8,100.0,0,0.0,0.0,17,54.8,100.0,0,0.0,0.0,4,12.9,10,32.3,X,24590,51.0
999,2001,163,17,10.4,2,1.2,11.8,0,0.0,0.0,2,1.2,11.8,15,9.2,88.2,123,75.5,22,13.5,X,24590,14.2
1000,2002,134,19,14.2,3,2.2,15.8,0,0.0,0.0,3,2.2,15.8,16,11.9,84.2,105,78.4,9,6.7,X,24590,18.9
1001,2003,111,21,18.9,5,4.5,23.8,0,0.0,0.0,5,4.5,23.8,16,14.4,76.2,80,72.09999999999998,10,9.0,X,24590,27.3
1002,2004,110,30,27.3,4,3.6,13.3,0,0.0,0.0,4,3.6,13.3,26,23.6,86.7,69,62.7,11,10.0,X,24590,21.8
1003,2005,119,26,21.8,10,8.4,38.5,0,0.0,0.0,10,8.4,38.5,16,13.4,61.5,77,64.7,11,9.2,X,24590,26.2
1005,2001,64,19,29.7,2,3.1,10.5,0,0.0,0.0,2,3.1,10.5,18,28.1,94.7,35,54.7,7,10.9,X,24590,45.7
1006,2002,46,21,45.7,5,10.9,23.8,0,0.0,0.0,5,10.9,23.8,16,34.8,76.2,20,43.5,5,10.9,X,24590,69.8
1007,2003,53,37,69.8,23,43.4,62.2,0,0.0,0.0,23,43.4,62.2,14,26.4,37.8,15,28.3,1,1.9,X,24590,68.9
1008,2004,61,42,68.9,32,52.5,76.2,2,3.3,4.8,30,49.2,71.40000000000002,10,16.4,23.8,16,26.2,3,4.9,X,24590,65.9
1009,2005,91,60,65.9,41,45.1,68.3,6,6.6,10.0,35,38.5,58.3,19,20.9,31.7,25,27.5,2,2.2,X,24590,80.8
1011,2001,97,47,48.5,42,43.3,89.4,0,0.0,0.0,42,43.3,89.4,4,4.1,8.5,21,21.6,23,23.7,X,24590,31.2
1012,2002,93,29,31.2,5,5.4,17.2,0,0.0,0.0,5,5.4,17.2,24,25.8,82.8,36,38.7,21,22.6,X,24590,40.2
1013,2003,102,41,40.2,14,13.7,34.1,0,0.0,0.0,14,13.7,34.1,27,26.5,65.9,38,37.3,18,17.6,X,24590,43.1
1014,2004,102,44,43.1,14,13.7,31.8,0,0.0,0.0,14,13.7,31.8,30,29.4,68.2,32,31.4,16,15.7,X,24590,45.8
1015,2005,107,49,45.8,30,28.0,61.2,2,1.9,4.1,28,26.2,57.1,19,17.8,38.8,39,36.4,16,15.0,X,24590,50.5
1017,2001,81,49,60.5,5,6.2,10.2,0,0.0,0.0,5,6.2,10.2,44,54.3,89.8,8,9.9,11,13.6,X,24590,60.5
1018,2002,81,49,60.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,49,60.5,100.0,13,16.0,10,12.3,X,24590,56.4
1019,2003,133,75,56.4,21,15.8,28.0,0,0.0,0.0,21,15.8,28.0,54,40.6,72.0,37,27.8,15,11.3,X,24590,67.7
1020,2004,93,63,67.7,54,58.1,85.7,0,0.0,0.0,54,58.1,85.7,9,9.7,14.3,17,18.3,9,9.7,X,24590,65.7
1021,2005,105,69,65.7,58,55.2,84.1,0,0.0,0.0,58,55.2,84.1,11,10.5,15.9,23,21.9,8,7.6,X,24590,63.0
1023,2002,89,51,57.3,45,50.6,88.2,0,0.0,0.0,45,50.6,88.2,6,6.7,11.8,25,28.1,7,7.9,X,24590,48.7
1024,2003,119,58,48.7,43,36.1,74.09999999999998,7,5.9,12.1,36,30.3,62.1,15,12.6,25.9,43,36.1,14,11.8,X,24590,53.5
1025,2004,129,69,53.5,47,36.4,68.1,5,3.9,7.2,42,32.6,60.9,22,17.1,31.9,42,32.6,12,9.3,X,24590,64.8
1026,2005,122,79,64.8,59,48.4,74.7,5,4.1,6.3,54,44.3,68.4,20,16.4,25.3,29,23.8,11,9.0,X,24590,70.7
1028,2001,106,37,34.9,11,10.4,29.7,0,0.0,0.0,11,10.4,29.7,26,24.5,70.3,42,39.6,27,25.5,X,24590,43.6
1029,2002,101,44,43.6,19,18.8,43.2,0,0.0,0.0,19,18.8,43.2,25,24.8,56.8,33,32.7,22,21.8,X,24590,43.9
1030,2003,139,61,43.9,37,26.6,60.7,0,0.0,0.0,37,26.6,60.7,24,17.3,39.3,50,36.0,22,15.8,X,24590,44.1
1031,2004,111,49,44.1,31,27.9,63.3,2,1.8,4.1,29,26.1,59.2,18,16.2,36.7,38,34.2,23,20.7,X,24590,48.6
1032,2005,140,68,48.6,40,28.6,58.8,7,5.0,10.3,33,23.6,48.5,28,20.0,41.2,36,25.7,27,19.3,X,24590,53.3
1034,2001,80,20,25.0,3,3.8,15.0,0,0.0,0.0,3,3.8,15.0,17,21.3,85.0,39,48.8,17,21.3,X,24590,36.2
1035,2002,105,38,36.2,16,15.2,42.1,0,0.0,0.0,16,15.2,42.1,22,21.0,57.9,41,39.0,26,24.8,X,24590,33.3
1036,2003,117,39,33.3,26,22.2,66.7,0,0.0,0.0,26,22.2,66.7,13,11.1,33.3,41,35.0,34,29.1,X,24590,37.2
1037,2004,86,32,37.2,25,29.1,78.09999999999998,3,3.5,9.4,22,25.6,68.8,7,8.1,21.9,37,43.0,16,18.6,X,24590,28.0
1038,2005,118,33,28.0,24,20.3,72.7,3,2.5,9.1,21,17.8,63.6,9,7.6,27.3,67,56.8,10,8.5,X,24590,49.1
1042,2005,59,2,3.4,2,3.4,100.0,0,0.0,0.0,2,3.4,100.0,0,0.0,0.0,52,88.1,5,8.5,K,68888,19.8
1043,2001,448,185,41.3,95,21.2,51.4,23,5.1,12.4,72,16.1,38.9,90,20.1,48.6,174,38.8,83,18.5,K,68888,39.0
1044,2002,498,194,39.0,88,17.7,45.4,20,4.0,10.3,68,13.7,35.1,106,21.3,54.6,237,47.6,49,9.8,K,68888,39.4
1045,2003,546,215,39.4,122,22.3,56.7,22,4.0,10.2,100,18.3,46.5,93,17.0,43.3,216,39.6,108,19.8,K,68888,41.8
1046,2004,479,200,41.8,108,22.5,54.0,13,2.7,6.5,95,19.8,47.5,92,19.2,46.0,207,43.2,64,13.4,K,68888,36.9
1047,2005,336,124,36.9,64,19.0,51.6,12,3.6,9.7,52,15.5,41.9,60,17.9,48.4,135,40.2,55,16.4,K,68888,59.0
1049,2001,574,231,40.2,107,18.6,46.3,0,0.0,0.0,107,18.6,46.3,124,21.6,53.7,225,39.2,80,13.9,K,68888,29.0
1050,2002,594,172,29.0,70,11.8,40.7,20,3.4,11.6,50,8.4,29.1,103,17.3,59.9,234,39.4,113,19.0,K,68888,31.6
1051,2003,637,201,31.6,89,14.0,44.3,5,0.8,2.5,84,13.2,41.8,112,17.6,55.7,317,49.8,98,15.4,K,68888,32.8
1052,2004,594,195,32.8,77,13.0,39.5,8,1.3,4.1,69,11.6,35.4,118,19.9,60.5,293,49.3,84,14.1,K,68888,36.2
1053,2005,577,209,36.2,89,15.4,42.6,11,1.9,5.3,78,13.5,37.3,120,20.8,57.4,237,41.1,93,16.1,K,68888,45.7
1055,2001,460,163,35.4,17,3.7,10.4,4,0.9,2.5,13,2.8,8.0,146,31.7,89.6,169,36.7,119,25.9,K,68888,32.7
1056,2002,511,167,32.7,62,12.1,37.1,13,2.5,7.8,49,9.6,29.3,105,20.5,62.9,221,43.2,97,19.0,K,68888,31.5
1057,2003,524,165,31.5,62,11.8,37.6,0,0.0,0.0,62,11.8,37.6,103,19.7,62.4,232,44.3,119,22.7,K,68888,28.4
1058,2004,395,112,28.4,34,8.6,30.4,4,1.0,3.6,30,7.6,26.8,78,19.7,69.6,164,41.5,106,26.8,K,68888,36.2
1059,2005,257,93,36.2,32,12.5,34.4,2,0.8,2.2,30,11.7,32.3,61,23.7,65.6,78,30.4,76,29.6,K,68888,42.4
1071,2004,49,3,6.1,1,2.0,33.3,0,0.0,0.0,1,2.0,33.3,2,4.1,66.7,43,87.8,3,6.1,K,68888,13.1
1072,2005,84,11,13.1,4,4.8,36.4,0,0.0,0.0,4,4.8,36.4,7,8.3,63.6,59,70.2,8,9.5,K,68888,21.8
1076,2004,71,57,80.3,51,71.8,89.5,5,7.0,8.800000000000002,46,64.8,80.7,6,8.5,10.5,4,5.6,10,14.1,X,52782,95.1
1077,2005,61,58,95.1,54,88.5,93.1,6,9.8,10.3,48,78.7,82.8,4,6.6,6.9,0,0.0,3,4.9,X,52782,96.6
1081,2004,93,63,67.7,24,25.8,38.1,0,0.0,0.0,24,25.8,38.1,39,41.9,61.9,16,17.2,13,14.0,X,52782,62.5
1082,2005,96,60,62.5,30,31.3,50.0,1,1.0,1.7,29,30.2,48.3,30,31.3,50.0,14,14.6,18,18.8,X,52782,70.3
1085,2004,98,84,85.7,49,50.0,58.3,0,0.0,0.0,49,50.0,58.3,35,35.70000000000001,41.7,12,12.2,2,2.0,X,52782,74.0
1086,2005,96,71,74.0,37,38.5,52.1,0,0.0,0.0,37,38.5,52.1,34,35.4,47.9,25,26.0,0,0.0,X,52782,72.3
1089,2005,71,42,59.2,22,31.0,52.4,3,4.2,7.1,19,26.8,45.2,20,28.2,47.6,21,29.6,7,9.9,X,52782,76.9
1094,2004,85,74,87.1,45,52.9,60.8,45,52.9,60.8,0,0.0,0.0,29,34.1,39.2,9,10.6,2,2.4,X,52782,78.9
1095,2005,95,75,78.9,53,55.8,70.7,1,1.1,1.3,52,54.7,69.3,22,23.2,29.3,18,18.9,1,1.1,X,52782,86.7
